x coord, y coord, z coord, scalar
39.5572, 19.7413, 34.0665, 56094.7
33.5503, 23.8154, 26.5587, 51458.7
19.6725, 29.2244, -5.47487, 78930.4
49.615, 13.602, 37.8901, 68134.3
37.4221, 33.0621, 25.9997, 57920.8
48.1945, 13.9498, 42.0466, 69421.7
28.0238, 29.9782, 9.84561, 56798.4
28.0001, 12.2772, 0.617174, 69204.2
28.2645, 14.1495, -2.63574, 72345.8
18.6097, 31.2167, -7.75864, 84074.3
27.4554, 29.6246, 7.35466, 59564.5
32.5173, 9.31105, 52.1285, 72238.6
23.9726, 17.6506, 8.23705, 58266.6
29.1978, 23.2805, 18.969, 50086.9
25.0841, 26.1417, -1.11428, 67917
15.9878, 30.0045, -11.1915, 90895.1
25.3628, 28.0985, 2.32057, 64195.1
30.4115, 21.4079, 16.8581, 49997.7
48.5375, 15.8681, 40.0859, 67643.8
25.3213, 13.4885, 2.71519, 66197.4
32.5459, 22.0574, 20.9246, 49757.3
36.4948, 31.6058, 18.5446, 55103.9
36.5251, 24.4429, 27.8958, 52402.8
46.1215, 9.56781, 54.0974, 79925.4
24.3643, 14.9761, -1.10522, 70335.9
34.6288, 8.98743, 54.9644, 76586.9
35.8832, 21.9763, 26.2713, 51369.9
24.7714, 16.9876, 9.28314, 57412
33.1518, 22.5012, 25.882, 51049.8
34.7952, 10.8497, 53.8123, 73946.9
19.2562, 30.7749, -9.29664, 85974.2
27.049, 31.5346, 8.08139, 59441.5
24.2915, 12.5682, 0.302943, 70236.7
34.9246, 11.7108, 55.0694, 75563.3
19.6117, 31.3133, -10.0144, 87230.7
19.0221, 31.7448, -10.8132, 89070.2
35.8501, 33.2765, 16.9979, 56884.7
35.1946, 33.5907, 18.462, 56512.3
27.9728, 13.8784, -0.454735, 69381.4
20.7758, 29.9911, -2.16024, 72767.8
25.4848, 29.1584, 4.08236, 62819
10.5096, 30.7426, -19.0575, 112203
35.7135, 31.9679, 19.0592, 54928.3
47.3852, 9.25914, 46.6366, 75944.6
44.2232, 15.5862, 39.0413, 62666.7
28.4099, 13.7941, -2.04984, 71694.9
37.9257, 33.5383, 28.4438, 59670.3
18.2782, 30.6641, -11.8134, 90650.7
18.3571, 1.74967, 53.4789, 87236.2
23.1414, 8.36189, 47.9594, 71472.7
16.1065, 31.0067, -7.78974, 85877.4
29.1518, 23.8445, 21.8626, 50234.2
27.3082, 32.2282, 13.2034, 56692.3
25.0943, 13.7003, -1.28532, 71172.9
32.7869, 8.32439, 55.4921, 77921.9
37.0872, 11.0602, 58.1788, 81316.3
16.0601, 30.6176, -16.9326, 101086
30.428, 8.32704, 48.7665, 68920.2
22.031, 6.58704, 47.891, 73555.4
47.8141, 7.31286, 50.1443, 77561.4
27.0563, 27.763, 5.79306, 60009.3
31.4985, 6.3274, 53.0105, 75671.5
10.7311, 31.9991, -18.8926, 111882
29.0184, 20.868, 22.0726, 50102.4
29.2126, 30.8149, 5.48268, 61062.3
30.9522, 20.9029, 24.3558, 50033.9
36.3017, 28.948, 27.6791, 54605.4
18.4201, 32.2411, -6.93507, 83576.6
30.6414, 22.0415, 20.5979, 49711.8
19.6017, 31.1856, -6.98872, 82283.2
47.5215, 10.2751, 45.7653, 74477.6
30.1128, 30.9171, 8.37495, 58450.5
44.055, 8.79983, 57.539, 84109.2
43.0288, 8.05198, 59.1569, 86602.8
26.395, 16.1488, 3.0731, 63178.4
43.6772, 16.3879, 33.7691, 58721.6
28.4625, 30.6972, 6.10654, 60355.3
37.409, 31.6676, 23.032, 55113.2
28.3668, 23.4454, 18.787, 49935.1
